Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000105287,PRKD2,Gene Expression,0.041103423335278375,1.0092131574879204e-09,9.80772719735052e-09,2242,0.8573087643892486,1314
ENSG00000130770,ATP5IF1,Gene Expression,0.04104881910428218,1.045543873701149e-09,1.0155129146963476e-08,3213,1.3650748995143727,1622
ENSG00000169618,PROKR1,Gene Expression,0.041013323724995575,1.802558102781404e-11,1.9755537671452583e-10,7,0.0033203486592031143,7
ENSG00000171860,C3AR1,Gene Expression,0.04099641871841315,1.0476393086378266e-09,1.0169809676659838e-08,590,0.208890672201764,482
ENSG00000134250,NOTCH2,Gene Expression,0.0409943312325433,1.110112002322694e-09,1.0758264062576358e-08,2490,1.0139094777934106,1401
ENSG00000135074,ADAM19,Gene Expression,0.04099183805394891,1.0794634075494969e-09,1.0467068620531452e-08,1618,0.7539962080331608,1019
ENSG00000160310,PRMT2,Gene Expression,0.04097951710535124,1.1431524615801436e-09,1.1066147925746639e-08,2069,0.7473377629368525,1282
ENSG00000239697,TNFSF12,Gene Expression,0.04096643790769933,1.1458489712623532e-09,1.1086088796963267e-08,1336,0.4867110750157465,940
ENSG00000224109,CENPVL3,Gene Expression,0.04095707636384895,9.861667038535415e-12,1.0952865527812134e-10,6,0.0012524291682520666,6
ENSG00000005001,PRSS22,Gene Expression,0.04095102725793662,0.0,0.0,5,0.003401145523298682,5
ENSG00000012817,KDM5D,Gene Expression,0.0409160465325702,1.1960330503768546e-09,1.1565194654254817e-08,3741,1.7569124556901712,1739
ENSG00000203786,KPRP,Gene Expression,0.040898006432008076,2.220446049250313e-16,3.161820764324955e-15,6,0.012352663501966624,6
ENSG00000100379,KCTD17,Gene Expression,0.04087893665911759,1.2004879312854655e-09,1.1601829813172243e-08,712,0.25562209712103734,576
ENSG00000155254,MARVELD1,Gene Expression,0.04085015675942571,1.2467824550554951e-09,1.2035873866292377e-08,803,0.2812988611027422,652
ENSG00000112335,SNX3,Gene Expression,0.04083686104273101,1.2996417275701333e-09,1.251839639692139e-08,2161,0.7697877704027786,1247
ENSG00000214688,C10orf105,Gene Expression,0.04083207026012108,1.1281917622341098e-09,1.0927396851672426e-08,206,0.06485396038919916,178
ENSG00000078304,PPP2R5C,Gene Expression,0.04082642514854246,1.2962730888688156e-09,1.2492858795047274e-08,3948,1.6300632096515841,1716
ENSG00000076662,ICAM3,Gene Expression,0.04081305041309207,1.2825247530656725e-09,1.2367202975990414e-08,1601,0.7031098195769576,1024
ENSG00000185338,SOCS1,Gene Expression,0.04079332329548359,1.3393346431911368e-09,1.2893594699377362e-08,1109,0.36278649206913105,773
ENSG00000173762,CD7,Gene Expression,0.04078404581640134,1.226263535158978e-09,1.1844359104156184e-08,631,0.2823547981938665,505
ENSG00000261115,TMEM178B,Gene Expression,0.04078120326815143,1.0829936947232e-10,1.122638999619317e-09,10,0.002510615449947629,10
ENSG00000124126,PREX1,Gene Expression,0.04076769166969882,1.376653235851677e-09,1.3230913963773154e-08,2949,1.1809156400873746,1548
ENSG00000135127,BICDL1,Gene Expression,0.040765748617645765,1.2788698988686065e-09,1.233879184974891e-08,390,0.13174021931870997,327
ENSG00000100297,MCM5,Gene Expression,0.04072057990121662,1.4086576349825464e-09,1.3531038451859373e-08,1215,0.45660262235093213,859
ENSG00000176393,RNPEP,Gene Expression,0.0406981861542062,1.4343963794516412e-09,1.3763092533416161e-08,2150,0.8677857638707179,1282
ENSG00000024422,EHD2,Gene Expression,0.04069002814656598,1.4343324306054228e-09,1.3763092533416161e-08,1406,0.5886173353157311,975
ENSG00000140368,PSTPIP1,Gene Expression,0.04068329897567151,1.4506134071723409e-09,1.3911031104573963e-08,872,0.31541358087874327,673
ENSG00000109670,FBXW7,Gene Expression,0.04067169453763832,1.4839800499544253e-09,1.4223176978512006e-08,2075,0.795918629638185,1230
ENSG00000089597,GANAB,Gene Expression,0.04066351979704726,1.5094949734617558e-09,1.445976620618068e-08,1908,0.7064087862336955,1202
ENSG00000084110,HAL,Gene Expression,0.04063449883652903,1.0841461062227609e-10,1.1231650469880654e-09,18,0.009339816875504448,18
ENSG00000159322,ADPGK,Gene Expression,0.04062981581770427,1.5505583483843566e-09,1.4836798701710751e-08,1837,0.6937743061448696,1163
ENSG00000172061,LRRC15,Gene Expression,0.04062243243808066,1.3579763979976178e-09,1.305861897908808e-08,411,0.16047601173550513,347
ENSG00000102144,PGK1,Gene Expression,0.040618662762506044,1.5564751709717939e-09,1.4885236190265672e-08,1900,0.749061297663507,1204
ENSG00000127954,STEAP4,Gene Expression,0.040610857444679564,1.5431182998071336e-09,1.4773724679022116e-08,657,0.22562851721157132,523
ENSG00000175602,CCDC85B,Gene Expression,0.0405996396341238,1.6088967935701248e-09,1.537812165753223e-08,1319,0.4716797630435567,942
ENSG00000197894,ADH5,Gene Expression,0.04056343192510643,1.6572165861816757e-09,1.581393251964596e-08,2012,0.7495313179321846,1240
ENSG00000177548,RABEP2,Gene Expression,0.04055213725772848,1.6425243387629962e-09,1.5690927789115512e-08,1101,0.4326890448999655,807
ENSG00000165929,TC2N,Gene Expression,0.040547424844770565,1.3549006361301963e-09,1.303624009845711e-08,499,0.2950512373395256,415
ENSG00000112695,COX7A2,Gene Expression,0.040546781292189894,1.6897376831082056e-09,1.6106612890711222e-08,2951,1.1263103924462015,1506
ENSG00000156136,DCK,Gene Expression,0.040520316292200174,1.6818153536490854e-09,1.6039876442387087e-08,1625,0.7336129311739826,1066
ENSG00000142871,CCN1,Gene Expression,0.04050376439338398,1.653166936677053e-09,1.578393761087219e-08,433,0.15353050205207347,365
ENSG00000138756,BMP2K,Gene Expression,0.0404999237757166,1.7609911306948334e-09,1.6767446987999195e-08,3269,1.3575354906560761,1634
ENSG00000182902,SLC25A18,Gene Expression,0.0404867495871984,3.566258399700928e-12,4.09943168520077e-11,6,0.0018059917848834927,5
ENSG00000170456,DENND5B,Gene Expression,0.04048473669670108,1.7219030645776456e-09,1.6404235158435284e-08,584,0.20603341223942812,497
ENSG00000103335,PIEZO1,Gene Expression,0.04042607113715378,1.878120325926602e-09,1.7843680019646358e-08,2367,0.8930193105471843,1356
ENSG00000108861,DUSP3,Gene Expression,0.040417359988332645,1.836080620876146e-09,1.745379039986795e-08,1309,0.5240242157313549,937
ENSG00000091136,LAMB1,Gene Expression,0.04039260014751965,1.8260437606443247e-09,1.736786023572961e-08,787,0.3020645527150443,623
ENSG00000266028,SRGAP2,Gene Expression,0.04038545198645913,1.9364874148664057e-09,1.835815369074494e-08,1128,0.41491658347157145,820
ENSG00000139641,ESYT1,Gene Expression,0.04038151715903147,1.9247741178674005e-09,1.825704861800696e-08,1893,0.7558422534628467,1166
ENSG00000157020,SEC13,Gene Expression,0.04034069554870287,2.02910599433892e-09,1.9225724097612783e-08,1614,0.5822312650943863,1095
ENSG00000135919,SERPINE2,Gene Expression,0.04031845126727073,1.8199757256809335e-09,1.731960506160298e-08,202,0.06482854395117033,176
ENSG00000138085,ATRAID,Gene Expression,0.04030394327850932,2.0655586130402526e-09,1.9560469410601413e-08,1499,0.569517437092994,1059
ENSG00000099331,MYO9B,Gene Expression,0.040282722769874824,2.1426553864500875e-09,2.026851904129727e-08,1742,0.6411452167113479,1130
ENSG00000154262,ABCA6,Gene Expression,0.040236028795073014,6.799412144431471e-10,6.680998596992488e-09,172,0.16128176834361324,159
ENSG00000086300,SNX10,Gene Expression,0.04022125414347596,2.1224488833126998e-09,2.008828657765797e-08,1290,0.5607691217438648,873
ENSG00000184347,SLIT3,Gene Expression,0.04021917644278918,1.8863270945246313e-09,1.7911879144572768e-08,168,0.06325844924735062,149
ENSG00000137200,CMTR1,Gene Expression,0.04021877642778362,2.2344721628542175e-09,2.111412518508204e-08,778,0.26127646212983446,622
ENSG00000135185,TMEM243,Gene Expression,0.040188638199447894,2.3089858913749595e-09,2.17945741454173e-08,1081,0.3961008070033537,813
ENSG00000119801,YPEL5,Gene Expression,0.04016751881846622,2.3830524220613825e-09,2.2457174204653126e-08,2992,1.1758669932411834,1553
ENSG00000179632,MAF1,Gene Expression,0.04016041007456921,2.388071296266503e-09,2.249229941832404e-08,1280,0.4502578442342239,903
ENSG00000140285,FGF7,Gene Expression,0.04015809512283335,2.340536875422572e-09,2.2068462201128365e-08,926,0.34514536097095494,683
ENSG00000132792,CTNNBL1,Gene Expression,0.04014472101024415,2.4168846923799947e-09,2.27157422499755e-08,1098,0.39883556553433913,844
ENSG00000131626,PPFIA1,Gene Expression,0.040139565321423744,2.409748844911519e-09,2.2684203315748162e-08,1557,0.5888683610357559,1061
ENSG00000178741,COX5A,Gene Expression,0.04012953267005152,2.4473214566000934e-09,2.2988189410296994e-08,3838,1.568672909479278,1685
ENSG00000138646,HERC5,Gene Expression,0.040113777341343713,2.4126078912445337e-09,2.269884733982904e-08,1313,0.540891322404326,933
ENSG00000142507,PSMB6,Gene Expression,0.04011323593656048,2.4769863937734726e-09,2.3254295443431283e-08,1208,0.4235761624997088,871
ENSG00000204397,CARD16,Gene Expression,0.040044092106518,2.5971120809487047e-09,2.436891535006557e-08,1443,0.5531246116124632,988
ENSG00000184232,OAF,Gene Expression,0.040040874151315006,2.629516160368439e-09,2.4659679016056205e-08,1244,0.47539553968908144,887
ENSG00000115594,IL1R1,Gene Expression,0.039968406938680284,2.7878064301489758e-09,2.6101961817765813e-08,2159,0.907289065857102,1268
ENSG00000066294,CD84,Gene Expression,0.03995717429568348,2.862686532267844e-09,2.6759895845112455e-08,1645,0.6112094229801895,1058
ENSG00000126934,MAP2K2,Gene Expression,0.0399571635204473,2.885804262220404e-09,2.6947067681806076e-08,2905,1.1246282018189961,1514
ENSG00000168653,NDUFS5,Gene Expression,0.039943158843195936,2.9094073816793298e-09,2.715290972773072e-08,2391,0.8945173446333089,1350
ENSG00000127124,HIVEP3,Gene Expression,0.03992994525326422,2.8377877825391806e-09,2.654139325076253e-08,1286,0.494130308535716,902
ENSG00000107738,VSIR,Gene Expression,0.039927330301972694,2.9172013693568033e-09,2.7211066870567075e-08,1859,0.7065210597641713,1175
ENSG00000179950,PUF60,Gene Expression,0.03992659442726062,2.960987011135785e-09,2.7604704924480564e-08,1579,0.5598579879272458,1086
ENSG00000113070,HBEGF,Gene Expression,0.039919750869096875,2.7357975884712005e-09,2.562878698398384e-08,297,0.09428795087985044,241
ENSG00000082293,COL19A1,Gene Expression,0.039917901190280776,2.337664062324052e-09,2.2053315084167586e-08,220,0.10183658359452293,197
ENSG00000130487,KLHDC7B,Gene Expression,0.03988396157661225,2.835932821909637e-09,2.653829666499534e-08,316,0.10839256751662835,273
ENSG00000106066,CPVL,Gene Expression,0.039883495784787726,2.9861526584795683e-09,2.7824424048914757e-08,1578,0.6509416013313283,1026
ENSG00000143772,ITPKB,Gene Expression,0.039868192804332084,2.8757227710229927e-09,2.6867334794723937e-08,907,0.39627361002980316,687
ENSG00000106537,TSPAN13,Gene Expression,0.03983750542744577,2.7101065835921645e-09,2.540177941510094e-08,564,0.2609723012344908,457
ENSG00000138600,SPPL2A,Gene Expression,0.03983627402548756,3.19738546750159e-09,2.9760805941496627e-08,2028,0.777807154341307,1252
ENSG00000120438,TCP1,Gene Expression,0.03982495892355362,3.223902256266342e-09,2.99915907013239e-08,2295,0.9096249750983643,1352
ENSG00000168175,MAPK1IP1L,Gene Expression,0.039823310745409776,3.177200280646275e-09,2.958873951200796e-08,2214,0.8812569509543403,1322
ENSG00000132432,SEC61G,Gene Expression,0.03981684519810658,3.259445158221297e-09,3.028988123288361e-08,1604,0.5800195063924976,1067
ENSG00000187446,CHP1,Gene Expression,0.039794628474616935,3.256180436395084e-09,3.027569797107335e-08,611,0.21334540637477764,522
ENSG00000167202,TBC1D2B,Gene Expression,0.03979133687738654,3.286921623768535e-09,3.051265462576175e-08,2154,0.8509683700750659,1267
ENSG00000180190,TDRP,Gene Expression,0.03978040654606732,2.3007098448601937e-09,2.172823316065091e-08,240,0.1164276722435602,215
ENSG00000168259,DNAJC7,Gene Expression,0.03976198140660203,3.4086986566705946e-09,3.1592595585906544e-08,2670,1.030296409654284,1456
ENSG00000185477,GPRIN3,Gene Expression,0.03970903786899616,3.479221577507019e-09,3.219481603203227e-08,1040,0.40122379300916583,776
ENSG00000159228,CBR1,Gene Expression,0.03970732846156585,3.2660161242148433e-09,3.0334757761707466e-08,873,0.36166599642729824,671
ENSG00000072110,ACTN1,Gene Expression,0.03970426992796463,3.4668892201494828e-09,3.211482753665066e-08,1405,0.5714599087121522,945
ENSG00000133083,DCLK1,Gene Expression,0.03969928427760191,3.392253811185242e-09,3.145692232257241e-08,631,0.2524048786401242,512
ENSG00000143387,CTSK,Gene Expression,0.0396544745781877,3.7175846845372007e-09,3.43275383251407e-08,1531,0.5872666016568208,1005
ENSG00000125826,RBCK1,Gene Expression,0.03964435395790092,3.7196732360911255e-09,3.4328621837057206e-08,1539,0.5692678373169022,1014
ENSG00000154473,BUB3,Gene Expression,0.03964188957485085,3.783001467638769e-09,3.487610934829495e-08,1583,0.5833041936856221,1054
ENSG00000077420,APBB1IP,Gene Expression,0.039639497894228166,3.8073939556682035e-09,3.5063863425680466e-08,2408,0.9552978952711914,1409
ENSG00000160593,JAML,Gene Expression,0.0396334066750185,3.705300954948143e-09,3.423226319916282e-08,563,0.20543950611136838,477
ENSG00000213465,ARL2,Gene Expression,0.039631858518728094,3.736717602009776e-09,3.4467657329978944e-08,1040,0.4095024721327083,815
ENSG00000123609,NMI,Gene Expression,0.03962884736516385,3.6650273926852606e-09,3.3878159258818377e-08,1379,0.5488026526325879,950
ENSG00000117020,AKT3,Gene Expression,0.03960857849954383,3.813551918696589e-09,3.510201197891179e-08,692,0.25709693308645004,573
ENSG00000141644,MBD1,Gene Expression,0.039605039449469415,3.9283638564313605e-09,3.6114999476465693e-08,1029,0.35614540317185506,794
ENSG00000099377,HSD3B7,Gene Expression,0.0395730896253716,3.880203491846146e-09,3.569664226650852e-08,501,0.17986202896824338,431
ENSG00000187239,FNBP1,Gene Expression,0.039572442679269695,4.025210387226252e-09,3.697206692697531e-08,3888,1.757547590377061,1711
ENSG00000211847,TRAJ42,Gene Expression,0.039567675236819734,3.2926186221970966e-09,3.054925589001728e-08,459,0.23247781842347998,384
ENSG00000171848,RRM2,Gene Expression,0.039520178785892465,3.802110848383222e-09,3.503373567438826e-08,391,0.14652053520445277,311
ENSG00000065882,TBC1D1,Gene Expression,0.03950087803937951,4.176498702435083e-09,3.8321245997316635e-08,1215,0.5075762063880086,851
ENSG00000124357,NAGK,Gene Expression,0.039497291203630394,4.2519232579252275e-09,3.8992755943532296e-08,2102,0.8485802484765098,1261
ENSG00000163734,CXCL3,Gene Expression,0.03949684303569273,3.4710150309535948e-09,3.2135952559307206e-08,131,0.042208258198930926,117
ENSG00000003402,CFLAR,Gene Expression,0.03949621131578719,4.34583480313222e-09,3.98330068929198e-08,3331,1.3031611491039872,1596
ENSG00000204469,PRRC2A,Gene Expression,0.0394843180674931,4.378359230727824e-09,4.0088920085765014e-08,3485,1.3995013745200848,1656
ENSG00000118508,RAB32,Gene Expression,0.03947762738051512,4.3539807315085e-09,3.988667776918491e-08,798,0.28113336025805197,632
ENSG00000132481,TRIM47,Gene Expression,0.039471111377863306,4.469854042454813e-09,4.081935403741508e-08,2167,0.7897802955372362,1268
ENSG00000144746,ARL6IP5,Gene Expression,0.03946747727259045,4.457919589029302e-09,4.075310742411826e-08,3204,1.23749762037607,1565
ENSG00000188486,H2AFX,Gene Expression,0.03944488373887619,4.42266623323917e-09,4.047332236040995e-08,678,0.223109131461972,509
ENSG00000141543,EIF4A3,Gene Expression,0.039438007511452176,4.506332196285712e-09,4.1130909433079496e-08,923,0.3236915240533442,720
ENSG00000101445,PPP1R16B,Gene Expression,0.039410199080491856,4.571476308612432e-09,4.168181147355262e-08,1071,0.4062306617660828,776
ENSG00000102760,RGCC,Gene Expression,0.039409174678310184,4.464767666689795e-09,4.07942963879343e-08,989,0.38493685849095227,720
ENSG00000169813,HNRNPF,Gene Expression,0.03938948006434896,4.6914918616636214e-09,4.272118603466307e-08,2469,0.9666609609103664,1383
ENSG00000143110,C1orf162,Gene Expression,0.0393781661935923,4.771382844381833e-09,4.3413600958677964e-08,1395,0.5379380888224777,978
ENSG00000198612,COPS8,Gene Expression,0.039370825133462455,4.692829680408295e-09,4.272118603466307e-08,524,0.1741619145947841,444
ENSG00000013288,MAN2B2,Gene Expression,0.03936382853993031,4.7985797557714704e-09,4.363825924112802e-08,1444,0.5222614131599551,979
ENSG00000177300,CLDN22,Gene Expression,0.039354851541336576,2.863931314323054e-12,3.316181106312233e-11,4,0.0022069634364068626,4
ENSG00000151465,CDC123,Gene Expression,0.03935364154801279,4.849662893491313e-09,4.407979086124803e-08,1255,0.45445163337180056,911
ENSG00000136280,CCM2,Gene Expression,0.03935034682451145,4.9213801922576295e-09,4.470831301417142e-08,2146,0.7894520849093449,1268
ENSG00000158987,RAPGEF6,Gene Expression,0.03934534289998018,4.663160746432027e-09,4.249552297180207e-08,862,0.3872266324462243,646
ENSG00000113732,ATP6V0E1,Gene Expression,0.039330718736531815,4.962319222201472e-09,4.5056720153617645e-08,1080,0.37775321982063864,784
ENSG00000198467,TPM2,Gene Expression,0.03932987855887177,5.001238534418917e-09,4.53864351625354e-08,1471,0.5597548508150664,1006
ENSG00000102970,CCL17,Gene Expression,0.039314163424665656,3.929826242199397e-09,3.6114999476465693e-08,146,0.050616865211687116,116
ENSG00000125245,GPR18,Gene Expression,0.039276722975441866,2.201176574345709e-09,2.0810798068529057e-08,205,0.15643557556224816,183
ENSG00000197122,SRC,Gene Expression,0.039267610329590995,5.228413924029951e-09,4.7374000253372315e-08,820,0.287526024279854,646
ENSG00000134109,EDEM1,Gene Expression,0.039253618732083925,5.24190868489427e-09,4.7446902155630826e-08,1514,0.6026843048235941,1026
ENSG00000175489,LRRC25,Gene Expression,0.039247228283681865,5.167602123989923e-09,4.6871766140252347e-08,569,0.21175275540187855,479
ENSG00000159352,PSMD4,Gene Expression,0.039243653494278566,5.393246516049999e-09,4.879137042961596e-08,1871,0.7349976533860711,1190
ENSG00000089692,LAG3,Gene Expression,0.039229206890079,5.1721407157145904e-09,4.688851148577282e-08,561,0.2010111802861241,451
ENSG00000113263,ITK,Gene Expression,0.03922801547714143,4.544503218184559e-09,4.145758174158413e-08,497,0.2225984317698486,412
ENSG00000148700,ADD3,Gene Expression,0.03922653241905146,5.50638534768666e-09,4.973739669603899e-08,1355,0.5096817536044311,969
ENSG00000163479,SSR2,Gene Expression,0.039224767384706274,5.477090336825086e-09,4.9498457818271336e-08,1950,0.7353157761723458,1230
ENSG00000198931,APRT,Gene Expression,0.03916853267625909,5.813665993059658e-09,5.2431379217573244e-08,1788,0.6285318463284358,1139
ENSG00000168010,ATG16L2,Gene Expression,0.039164193379079566,5.622190268894656e-09,5.0757098772835886e-08,1440,0.6242737280576811,993
ENSG00000168938,PPIC,Gene Expression,0.03915050676380654,5.6874043252719275e-09,5.131924680031638e-08,539,0.18214727143094686,429
ENSG00000160410,SHKBP1,Gene Expression,0.03911356908013335,6.046199985121348e-09,5.44721017800767e-08,2266,0.8786948068768166,1329
ENSG00000197043,ANXA6,Gene Expression,0.039112455870379585,6.085179027337517e-09,5.479492903882258e-08,2122,0.816127457145606,1265
ENSG00000153827,TRIP12,Gene Expression,0.039101488013267266,6.139075692246365e-09,5.5251681230217287e-08,2161,0.8043150356017111,1294
ENSG00000174851,YIF1A,Gene Expression,0.039052692664324776,6.370827643209509e-09,5.730783233806488e-08,994,0.3395112092558526,756
ENSG00000153253,SCN3A,Gene Expression,0.0390426576772242,3.9047431954486456e-11,4.182109640143798e-10,13,0.010457030629252774,13
ENSG00000168329,CX3CR1,Gene Expression,0.039038588600249585,4.143600795813995e-09,3.8039434822931326e-08,189,0.08830562899207715,178
ENSG00000144579,CTDSP1,Gene Expression,0.03901942649220286,6.518229733742942e-09,5.8603495515298576e-08,2262,0.8933545755068697,1353
ENSG00000152766,ANKRD22,Gene Expression,0.03901805778809861,3.5624676542056477e-09,3.2947623047260416e-08,337,0.17625973400026193,295
ENSG00000159399,HK2,Gene Expression,0.03898383686392434,5.437110539574519e-09,4.9162658383535954e-08,425,0.17776697812510792,369
ENSG00000108424,KPNB1,Gene Expression,0.03896014131178351,6.971115906750924e-09,6.254610175995226e-08,2228,0.8438012370928468,1315
ENSG00000124406,ATP8A1,Gene Expression,0.03893242354144888,6.721278200672032e-09,6.039786370727732e-08,717,0.26932869688555217,557
ENSG00000110876,SELPLG,Gene Expression,0.038908566087999766,7.261825807347577e-09,6.502040947812753e-08,1369,0.49107740626413776,937
ENSG00000155926,SLA,Gene Expression,0.03890188835564615,6.920455764003464e-09,6.212357584026821e-08,1339,0.552251941290803,938
ENSG00000076641,PAG1,Gene Expression,0.03889464559960773,7.023482906376444e-09,6.298349887463736e-08,1407,0.6208649648337845,963
ENSG00000143228,NUF2,Gene Expression,0.038890028256869616,4.4540506838330884e-09,4.0739124295668714e-08,174,0.0799988172843829,154
ENSG00000151693,ASAP2,Gene Expression,0.03882145265818567,7.533466295228664e-09,6.74179422052452e-08,1015,0.4068837844538109,746
ENSG00000119138,KLF9,Gene Expression,0.03879365665657181,7.84411380294614e-09,7.01619115964597e-08,1217,0.4759941401260278,896
ENSG00000160408,ST6GALNAC6,Gene Expression,0.03875978276771051,8.131996631632887e-09,7.269954894244698e-08,2292,0.9478647289268745,1351
ENSG00000213203,GIMAP1,Gene Expression,0.038753677210136554,8.250624405903295e-09,7.372222885007999e-08,1188,0.4430702318098112,869
ENSG00000102962,CCL22,Gene Expression,0.038748097369599194,1.9137231799248866e-09,1.816211944326534e-08,84,0.05168761823299841,69
ENSG00000133056,PIK3C2B,Gene Expression,0.038739122985490836,7.19230319745634e-09,6.443104947721305e-08,410,0.18388095427837226,338
ENSG00000119777,TMEM214,Gene Expression,0.03871873014148001,8.549285279713104e-09,7.623441021310993e-08,2221,0.8680433846664918,1301
ENSG00000099917,MED15,Gene Expression,0.038711784512195944,8.653403105185475e-09,7.712334446100566e-08,1741,0.6497134550766264,1128
ENSG00000185627,PSMD13,Gene Expression,0.038709794995270046,8.706521947843271e-09,7.755707402644019e-08,2497,0.9332016118562966,1405
ENSG00000139182,CLSTN3,Gene Expression,0.03870887943264864,8.434556830749784e-09,7.532708061923462e-08,1126,0.41217475100179946,827
ENSG00000106483,SFRP4,Gene Expression,0.03870115821748776,5.235186506524769e-09,4.7410698393722755e-08,202,0.09141601687680043,180
ENSG00000142733,MAP3K6,Gene Expression,0.03869782616965405,8.508178606092542e-09,7.59067266522037e-08,944,0.3617006389871547,724
ENSG00000073712,FERMT2,Gene Expression,0.03867326776745503,8.858737299277664e-09,7.887265340844607e-08,1058,0.38157334189541126,751
ENSG00000185551,NR2F2,Gene Expression,0.038656562579936875,8.498238335263864e-09,7.585690446367e-08,793,0.340476196648227,599
ENSG00000186815,TPCN1,Gene Expression,0.03863741851819351,9.105208365056683e-09,8.102565338654171e-08,1288,0.49401154350949406,952
ENSG00000053254,FOXN3,Gene Expression,0.038619286081301524,9.184602189904467e-09,8.164872237732838e-08,1913,0.7603150596895383,1194
ENSG00000173786,CNP,Gene Expression,0.03858591925098848,9.23870824287576e-09,8.208780818861293e-08,1371,0.5607651882203818,957
ENSG00000179222,MAGED1,Gene Expression,0.03858550009923317,9.657616928393509e-09,8.572242548826348e-08,2191,0.7853368475777719,1273
ENSG00000204388,HSPA1B,Gene Expression,0.03858498240831255,9.13529518697942e-09,8.125187215589713e-08,1120,0.43787416637073373,818
ENSG00000107968,MAP3K8,Gene Expression,0.03856405533031129,9.728701400035789e-09,8.630939117759718e-08,996,0.3581345591256055,753
ENSG00000116194,ANGPTL1,Gene Expression,0.0385604144066984,5.890262499974597e-09,5.309467983284555e-08,292,0.1448304632453355,259
ENSG00000172116,CD8B,Gene Expression,0.03851347131768887,9.272582257580098e-09,8.234677206310934e-08,198,0.06076493173063479,182
ENSG00000154237,LRRK1,Gene Expression,0.03849569515818166,1.0478816037107208e-08,9.284928839514841e-08,1627,0.5502962100201062,1070
ENSG00000147065,MSN,Gene Expression,0.038490217953676485,1.0481866263845063e-08,9.284928839514841e-08,3723,1.501073486439179,1676
ENSG00000197461,PDGFA,Gene Expression,0.0384894983656548,1.0029935326727468e-08,8.893651920313588e-08,726,0.27115046771178875,556
ENSG00000149534,MS4A2,Gene Expression,0.03848397948914258,6.769695026775935e-09,6.080156724667505e-08,211,0.10984312558518343,182
ENSG00000198223,CSF2RA,Gene Expression,0.038479026675416195,1.0496529201375893e-08,9.293190444431173e-08,924,0.32241248564737135,705
ENSG00000117594,HSD11B1,Gene Expression,0.038478946414205,7.177165306515576e-09,6.432853001182128e-08,188,0.06682058206507782,170
ENSG00000173327,MAP3K11,Gene Expression,0.03842189542746977,1.1081729534012652e-08,9.80133671075827e-08,1938,0.7272340638864635,1238
ENSG00000108349,CASC3,Gene Expression,0.03837405823908506,1.1611513084375247e-08,1.0254285008336456e-07,1561,0.5517360662765751,1065
ENSG00000139626,ITGB7,Gene Expression,0.038369579111902995,1.1284075895900969e-08,9.975237651122608e-08,1297,0.5142056830519024,913
ENSG00000105404,RABAC1,Gene Expression,0.03835770527497919,1.1645469255583407e-08,1.0279059659705273e-07,2304,0.8942743712572557,1356
ENSG00000130202,NECTIN2,Gene Expression,0.038352343495481764,1.1488845874652043e-08,1.01511035467816e-07,521,0.17509333998922177,436
ENSG00000123689,G0S2,Gene Expression,0.038352283633572175,1.0876840095264129e-08,9.625008651373211e-08,771,0.3033719403967373,562
ENSG00000196642,RABL6,Gene Expression,0.03832494074621249,1.1812897993124238e-08,1.0421561223417357e-07,1461,0.5345630689535605,1021
ENSG00000092020,PPP2R3C,Gene Expression,0.03828214960969339,1.251019488002214e-08,1.1014410709584711e-07,1102,0.3800916017468422,822
ENSG00000082996,RNF13,Gene Expression,0.038255292961642935,1.2612384692189949e-08,1.1098771066927133e-07,2467,1.0738988261656013,1407
ENSG00000143401,ANP32E,Gene Expression,0.038253870850051365,1.2783382574710345e-08,1.1243566037302052e-07,2665,1.091222246201222,1424
ENSG00000121068,TBX2,Gene Expression,0.03824198473061423,1.2076312172482062e-08,1.0648555771330385e-07,343,0.11931535569620709,277
ENSG00000067900,ROCK1,Gene Expression,0.03823999222421542,1.3026128398152537e-08,1.1445510900798507e-07,2136,0.7858555051198213,1276
ENSG00000052795,FNIP2,Gene Expression,0.038216383090228956,1.2963841999891201e-08,1.139653247996493e-07,1364,0.5489555383176616,941
ENSG00000140379,BCL2A1,Gene Expression,0.03821473490322534,1.2181944120115418e-08,1.0736262998573381e-07,448,0.17187809976155857,369
ENSG00000128604,IRF5,Gene Expression,0.03820406133838916,1.3045220015328596e-08,1.1456505626169817e-07,608,0.2196613076333166,499
ENSG00000163346,PBXIP1,Gene Expression,0.038203647570612065,1.3168940826702169e-08,1.1559329863761001e-07,2644,1.2573829850331701,1444
ENSG00000013275,PSMC4,Gene Expression,0.03819395467835821,1.3481375571444687e-08,1.1827614890514318e-07,1393,0.48698658350312823,958
ENSG00000183671,GPR1,Gene Expression,0.03819077261564108,1.2366467183611007e-08,1.0893375113939589e-07,250,0.08346513006624932,216
ENSG00000184640,SEPTIN9,Gene Expression,0.038178118080068435,1.3624229744380045e-08,1.1934907494888254e-07,2223,0.8811972791555349,1315
ENSG00000146859,TMEM140,Gene Expression,0.038163544364385835,1.350688472179229e-08,1.1844028067976471e-07,1812,0.741612270020977,1151
ENSG00000137486,ARRB1,Gene Expression,0.0381608240595321,1.3761079387109021e-08,1.2048727879663328e-07,918,0.3450828079808325,733
